,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,label
20,8779-QRDMV,Male,1,False,False,1,False,False,DSL,False,False,True,False,False,True,Month-to-month,True,Electronic check,39.650001525878906,39.650001525878906,True,df1
21,1680-VDCWW,Male,0,True,False,12,True,False,No,False,False,False,False,False,False,One year,False,Bank transfer (automatic),19.799999237060547,202.25,False,df1
22,1066-JKSGK,Male,0,False,False,1,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,20.149999618530273,20.149999618530273,True,df1
23,3638-WEABW,Female,0,True,False,58,True,True,DSL,False,True,False,True,False,False,Two year,True,Credit card (automatic),59.900001525878906,3505.10009765625,False,df1
24,6322-HRPFA,Male,0,True,True,49,True,False,DSL,True,True,False,True,False,False,Month-to-month,False,Credit card (automatic),59.599998474121094,2970.300048828125,False,df1
25,6865-JZNKO,Female,0,False,False,30,True,False,DSL,True,True,False,False,False,False,Month-to-month,True,Bank transfer (automatic),55.29999923706055,1530.5999755859375,False,df1
26,6467-CHFZW,Male,0,True,True,47,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,99.3499984741211,4749.14990234375,True,df1
27,8665-UTDHZ,Male,0,True,True,1,False,False,DSL,False,True,False,False,False,False,Month-to-month,False,Electronic check,30.200000762939453,30.200000762939453,True,df1
28,5248-YGIJN,Male,0,True,False,72,True,True,DSL,True,True,True,True,True,True,Two year,True,Credit card (automatic),90.25,6369.4501953125,False,df1
29,8773-HHUOZ,Female,0,False,True,17,True,False,DSL,False,False,False,False,True,True,Month-to-month,True,Mailed check,64.69999694824219,1093.0999755859375,True,df1
30,3841-NFECX,Female,1,True,False,71,True,True,Fiber optic,True,True,True,True,False,False,Two year,True,Credit card (automatic),96.3499984741211,6766.9501953125,False,df1
31,4929-XIHVW,Male,1,True,False,2,True,False,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Credit card (automatic),95.5,181.64999389648438,False,df1
32,6827-IEAUQ,Female,0,True,True,27,True,False,DSL,True,True,True,True,False,False,One year,False,Mailed check,66.1500015258789,1874.449951171875,False,df1
33,7310-EGVHZ,Male,0,False,False,1,True,False,No,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),20.200000762939453,20.200000762939453,False,df1
34,3413-BMNZE,Male,1,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),45.25,45.25,False,df1
35,6234-RAAPL,Female,0,True,True,72,True,True,Fiber optic,True,True,False,True,True,False,Two year,False,Bank transfer (automatic),99.9000015258789,7251.7001953125,False,df1
36,6047-YHPVI,Male,0,False,False,5,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,69.69999694824219,316.8999938964844,True,df1
37,6572-ADKRS,Female,0,False,False,46,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Credit card (automatic),74.80000305175781,3548.300048828125,False,df1
38,5380-WJKOV,Male,0,False,False,34,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,106.3499984741211,3549.25,True,df1
39,8168-UQWWF,Female,0,False,False,11,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Bank transfer (automatic),97.8499984741211,1105.4000244140625,True,df1
40,8865-TNMNX,Male,0,True,True,10,True,False,DSL,False,True,False,False,False,False,One year,False,Mailed check,49.54999923706055,475.70001220703125,False,df1
41,9489-DEDVP,Female,0,True,True,70,True,True,DSL,True,True,False,False,True,False,Two year,True,Credit card (automatic),69.19999694824219,4872.35009765625,False,df1
42,9867-JCZSP,Female,0,True,True,17,True,False,No,False,False,False,False,False,False,One year,False,Mailed check,20.75,418.25,False,df1
43,4671-VJLCL,Female,0,False,False,63,True,True,DSL,True,True,True,True,True,False,Two year,True,Credit card (automatic),79.8499984741211,4861.4501953125,False,df1
44,4080-IIARD,Female,0,True,False,13,True,True,DSL,True,True,False,True,True,False,Month-to-month,True,Electronic check,76.19999694824219,981.4500122070312,False,df1
45,3714-NTNFO,Female,0,False,False,49,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,84.5,3906.699951171875,False,df1
46,5948-UJZLF,Male,0,False,False,2,True,False,DSL,False,True,False,False,False,False,Month-to-month,False,Mailed check,49.25,97.0,False,df1
47,7760-OYPDY,Female,0,False,False,2,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,80.6500015258789,144.14999389648438,True,df1
48,7639-LIAYI,Male,0,False,False,52,True,True,DSL,True,False,False,True,True,True,Two year,True,Credit card (automatic),79.75,4217.7998046875,False,df1
49,2954-PIBKO,Female,0,True,True,69,True,True,DSL,True,False,True,True,False,False,Two year,True,Credit card (automatic),64.1500015258789,4254.10009765625,False,df1
50,8012-SOUDQ,Female,1,False,False,43,True,True,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Electronic check,90.25,3838.75,False,df1
51,9420-LOJKX,Female,0,False,False,15,True,False,Fiber optic,True,True,False,False,True,True,Month-to-month,True,Credit card (automatic),99.0999984741211,1426.4000244140625,True,df1
52,6575-SUVOI,Female,1,True,False,25,True,True,DSL,True,False,False,True,True,False,Month-to-month,True,Credit card (automatic),69.5,1752.6500244140625,False,df1
53,7495-OOKFY,Female,1,True,False,8,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Credit card (automatic),80.6500015258789,633.2999877929688,True,df1
54,4667-QONEA,Female,1,True,True,60,True,False,DSL,True,True,True,True,False,True,One year,True,Credit card (automatic),74.8499984741211,4456.35009765625,False,df1
55,1658-BYGOY,Male,1,False,False,18,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,95.44999694824219,1752.550048828125,True,df1
56,8769-KKTPH,Female,0,True,True,63,True,True,Fiber optic,True,False,False,False,True,True,One year,True,Credit card (automatic),99.6500015258789,6311.2001953125,False,df1
57,5067-XJQFU,Male,1,True,True,66,True,True,Fiber optic,False,True,True,True,True,True,One year,True,Electronic check,108.44999694824219,7076.35009765625,False,df1
58,3957-SQXML,Female,0,True,True,34,True,True,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),24.950000762939453,894.2999877929688,False,df1
59,5954-BDFSG,Female,0,False,False,72,True,True,Fiber optic,False,False,True,True,True,True,Two year,True,Credit card (automatic),107.5,7853.7001953125,False,df1
60,0434-CSFON,Female,0,True,False,47,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,100.5,4707.10009765625,False,df1
61,1215-FIGMP,Male,0,False,False,60,True,True,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Bank transfer (automatic),89.9000015258789,5450.7001953125,False,df1
62,0526-SXDJP,Male,0,True,False,72,False,False,DSL,True,True,True,False,False,False,Two year,False,Bank transfer (automatic),42.099998474121094,2962.0,False,df1
63,0557-ASKVU,Female,0,True,True,18,True,False,DSL,False,False,True,True,False,False,One year,True,Credit card (automatic),54.400001525878906,957.0999755859375,False,df1
64,5698-BQJOH,Female,0,False,False,9,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Electronic check,94.4000015258789,857.25,True,df1
65,5122-CYFXA,Female,0,False,False,3,True,False,DSL,False,True,False,True,True,True,Month-to-month,True,Electronic check,75.30000305175781,244.10000610351562,False,df1
66,8627-ZYGSZ,Male,0,True,False,47,True,True,Fiber optic,False,True,False,False,False,False,One year,True,Electronic check,78.9000015258789,3650.35009765625,False,df1
67,3410-YOQBQ,Female,0,False,False,31,True,False,DSL,False,True,True,True,True,True,Two year,False,Mailed check,79.19999694824219,2497.199951171875,False,df1
68,3170-NMYVV,Female,0,True,True,50,True,False,No,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),20.149999618530273,930.9000244140625,False,df1
69,7410-OIEDU,Male,0,False,False,10,True,False,Fiber optic,True,False,True,False,False,False,Month-to-month,True,Mailed check,79.8499984741211,887.3499755859375,False,df1
70,2273-QCKXA,Male,0,False,False,1,True,False,DSL,False,False,False,True,False,False,Month-to-month,False,Mailed check,49.04999923706055,49.04999923706055,False,df1
71,0731-EBJQB,Female,0,True,True,52,True,False,No,False,False,False,False,False,False,One year,True,Electronic check,20.399999618530273,1090.6500244140625,False,df1
72,1891-QRQSA,Male,1,True,True,64,True,True,Fiber optic,True,False,True,True,True,True,Two year,True,Bank transfer (automatic),111.5999984741211,7099.0,False,df1
73,8028-PNXHQ,Male,0,True,True,62,True,True,No,False,False,False,False,False,False,Two year,True,Bank transfer (automatic),24.25,1424.5999755859375,False,df1
74,5630-AHZIL,Female,0,False,True,3,True,False,DSL,True,False,False,True,False,True,Month-to-month,True,Bank transfer (automatic),64.5,177.39999389648438,False,df1
75,2673-CXQEU,Female,1,False,False,56,True,True,Fiber optic,True,True,True,False,True,True,One year,False,Electronic check,110.5,6139.5,False,df1
76,6416-JNVRK,Female,0,False,False,46,True,False,DSL,False,False,False,False,False,True,One year,False,Credit card (automatic),55.650001525878906,2688.85009765625,False,df1
77,5590-ZSKRV,Female,0,True,True,8,True,False,DSL,True,True,False,False,False,False,Month-to-month,False,Mailed check,54.650001525878906,482.25,False,df1
78,0191-ZHSKZ,Male,1,False,False,30,True,False,DSL,True,True,False,False,True,True,Month-to-month,True,Electronic check,74.75,2111.300048828125,False,df1
79,3887-PBQAO,Female,0,True,True,45,True,True,No,False,False,False,False,False,False,One year,True,Credit card (automatic),25.899999618530273,1216.5999755859375,False,df1
80,5919-TMRGD,Female,0,False,True,1,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,79.3499984741211,79.3499984741211,True,df1
81,8108-UXRQN,Female,0,True,True,11,False,False,DSL,True,False,False,False,True,True,Month-to-month,False,Electronic check,50.54999923706055,565.3499755859375,False,df1
82,9191-MYQKX,Female,0,True,False,7,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Bank transfer (automatic),75.1500015258789,496.8999938964844,True,df1
83,9919-YLNNG,Female,0,False,False,42,True,False,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Bank transfer (automatic),103.80000305175781,4327.5,False,df1
84,0318-ZOPWS,Female,0,True,False,49,True,False,No,False,False,False,False,False,False,Two year,True,Bank transfer (automatic),20.149999618530273,973.3499755859375,False,df1
85,4445-ZJNMU,Male,0,False,False,9,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Credit card (automatic),99.30000305175781,918.75,False,df1
86,4808-YNLEU,Female,0,True,False,35,True,False,DSL,True,False,False,False,True,False,One year,True,Bank transfer (automatic),62.150001525878906,2215.449951171875,False,df1
87,1862-QRWPE,Female,0,True,True,48,True,False,No,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),20.649999618530273,1057.0,False,df1
88,2796-NNUFI,Female,0,True,True,46,True,False,No,False,False,False,False,False,False,Two year,True,Mailed check,19.950000762939453,927.0999755859375,False,df1
89,3016-KSVCP,Male,0,True,False,29,False,False,DSL,False,False,False,False,True,False,Month-to-month,False,Mailed check,33.75,1009.25,False,df1
90,4767-HZZHQ,Male,0,True,True,30,True,False,Fiber optic,False,True,True,False,False,False,Month-to-month,False,Bank transfer (automatic),82.05000305175781,2570.199951171875,False,df1
91,2424-WVHPL,Male,1,False,False,1,True,False,Fiber optic,False,False,False,True,False,False,Month-to-month,False,Electronic check,74.69999694824219,74.69999694824219,False,df1
92,7233-PAHHL,Male,0,True,True,66,True,True,DSL,True,False,True,True,True,True,Two year,True,Mailed check,84.0,5714.25,False,df1
93,6067-NGCEU,Female,0,False,False,65,True,True,Fiber optic,True,True,True,False,True,True,Month-to-month,True,Credit card (automatic),111.05000305175781,7107.0,False,df1
94,9848-JQJTX,Male,0,False,False,72,True,True,Fiber optic,False,True,True,False,True,True,Two year,True,Bank transfer (automatic),100.9000015258789,7459.0498046875,False,df1
95,8637-XJIVR,Female,0,False,False,12,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Electronic check,78.94999694824219,927.3499755859375,True,df1
96,9803-FTJCG,Male,0,True,True,71,True,True,DSL,True,True,False,True,False,False,One year,True,Credit card (automatic),66.8499984741211,4748.7001953125,False,df1
97,0278-YXOOG,Male,0,False,False,5,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,21.049999237060547,113.8499984741211,True,df1
98,3212-KXOCR,Male,0,False,False,52,True,False,No,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),21.0,1107.199951171875,False,df1
99,4598-XLKNJ,Female,1,True,False,25,True,False,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,98.5,2514.5,True,df1
100,6380-ARCEH,Male,0,False,False,1,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,20.200000762939453,20.200000762939453,False,df1
101,3679-XASPY,Female,0,True,True,1,True,False,No,False,False,False,False,False,False,Month-to-month,False,Electronic check,19.450000762939453,19.450000762939453,False,df1
102,7123-WQUHX,Male,0,False,False,38,True,True,Fiber optic,False,False,True,True,True,False,One year,False,Bank transfer (automatic),95.0,3605.60009765625,False,df1
103,5386-THSLQ,Female,1,True,False,66,False,False,DSL,False,True,True,False,True,False,One year,False,Bank transfer (automatic),45.54999923706055,3027.25,False,df1
104,3192-NQECA,Male,0,True,False,68,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Bank transfer (automatic),110.0,7611.85009765625,True,df1
105,6180-YBIQI,Male,0,False,False,5,False,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,24.299999237060547,100.19999694824219,False,df1
106,6728-DKUCO,Female,0,True,True,72,True,True,Fiber optic,True,True,False,False,True,True,One year,True,Electronic check,104.1500015258789,7303.0498046875,False,df1
107,9750-BOOHV,Female,0,False,False,32,False,False,DSL,True,False,False,False,False,False,One year,False,Mailed check,30.149999618530273,927.6500244140625,False,df1
108,8597-CWYHH,Male,0,False,False,43,True,True,Fiber optic,False,False,False,False,True,True,One year,False,Mailed check,94.3499984741211,3921.300048828125,False,df1
109,2848-YXSMW,Male,0,True,True,72,True,False,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),19.399999618530273,1363.25,False,df1
110,0486-HECZI,Male,0,True,False,55,True,True,Fiber optic,True,True,False,False,True,False,Month-to-month,True,Electronic check,96.75,5238.89990234375,True,df1
111,4549-ZDQYY,Female,0,False,False,52,True,False,DSL,True,False,True,True,False,False,One year,False,Credit card (automatic),57.95000076293945,3042.25,False,df1
112,5712-AHQNN,Female,0,False,False,43,True,False,Fiber optic,False,True,True,False,True,False,Month-to-month,True,Electronic check,91.6500015258789,3954.10009765625,False,df1
113,4846-WHAFZ,Female,1,True,False,37,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,76.5,2868.14990234375,True,df1
114,5256-SKJGO,Female,0,True,True,64,False,False,DSL,False,True,False,True,True,True,Two year,True,Electronic check,54.599998474121094,3423.5,False,df1
115,3071-VBYPO,Male,0,True,True,3,True,False,Fiber optic,True,True,False,False,True,False,Month-to-month,False,Electronic check,89.8499984741211,248.39999389648438,False,df1
116,9560-BBZXK,Female,0,False,False,36,False,False,DSL,True,False,False,False,False,False,Two year,False,Bank transfer (automatic),31.049999237060547,1126.3499755859375,False,df1
117,5299-RULOA,Female,0,True,True,10,True,True,Fiber optic,True,False,False,False,True,True,Month-to-month,True,Electronic check,100.25,1064.6500244140625,True,df1
118,8402-OOOHJ,Female,0,False,False,41,True,False,No,False,False,False,False,False,False,Two year,False,Mailed check,20.649999618530273,835.1500244140625,False,df1
119,9445-ZUEQE,Male,0,True,True,27,True,True,Fiber optic,False,True,False,True,False,False,Month-to-month,True,Credit card (automatic),85.19999694824219,2151.60009765625,False,df1
120,1091-SOZGA,Female,0,True,True,56,True,True,Fiber optic,False,False,True,False,True,True,One year,True,Credit card (automatic),99.80000305175781,5515.4501953125,False,df1
121,2928-HLDBA,Female,0,False,False,6,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,20.700000762939453,112.75,False,df1
122,0404-SWRVG,Male,0,False,False,3,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,74.4000015258789,229.5500030517578,True,df1
123,6497-TILVL,Female,0,True,True,7,True,False,DSL,True,False,False,False,False,False,Month-to-month,False,Mailed check,50.70000076293945,350.3500061035156,False,df1
124,7219-TLZHO,Female,0,True,True,4,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,20.850000381469727,62.900001525878906,False,df1
125,4622-YNKIJ,Male,0,False,False,33,True,False,Fiber optic,True,False,False,True,True,False,Two year,True,Electronic check,88.94999694824219,3027.64990234375,False,df1
126,4412-YLTKF,Female,1,False,False,27,True,True,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Electronic check,78.05000305175781,2135.5,True,df1
127,6734-PSBAW,Male,0,True,False,72,True,True,No,False,False,False,False,False,False,Two year,True,Bank transfer (automatic),23.549999237060547,1723.949951171875,False,df1
128,3930-ZGWVE,Male,0,False,False,1,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.75,19.75,False,df1
129,2639-UGMAZ,Male,1,False,False,71,False,False,DSL,True,True,False,False,True,True,One year,True,Electronic check,56.45000076293945,3985.35009765625,False,df1
130,2876-GZYZC,Female,0,False,False,13,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,85.94999694824219,1215.6500244140625,False,df1
131,6207-WIOLX,Female,0,True,True,25,False,False,DSL,True,True,True,False,True,True,Month-to-month,True,Credit card (automatic),58.599998474121094,1502.6500244140625,True,df1
132,8587-XYZSF,Male,0,False,False,67,True,False,DSL,False,False,False,True,False,False,Two year,False,Bank transfer (automatic),50.54999923706055,3260.10009765625,False,df1
133,3091-FYHKI,Male,0,False,False,1,False,False,DSL,False,False,False,False,False,True,Month-to-month,True,Electronic check,35.45000076293945,35.45000076293945,True,df1
134,2372-HWUHI,Male,0,False,False,2,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,44.349998474121094,81.25,True,df1
135,7799-LGRDP,Female,0,False,False,43,True,True,No,False,False,False,False,False,False,Two year,True,Credit card (automatic),25.700000762939453,1188.199951171875,False,df1
136,7850-VWJUU,Female,0,False,False,23,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),75.0,1778.5,False,df1
137,3774-VBNXY,Female,0,True,True,64,True,False,No,False,False,False,False,False,False,Two year,False,Mailed check,20.200000762939453,1277.75,False,df1
138,6217-KDYWC,Male,0,False,True,57,True,False,No,False,False,False,False,False,False,Two year,True,Mailed check,19.600000381469727,1170.550048828125,False,df1
139,0390-DCFDQ,Female,1,True,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,70.44999694824219,70.44999694824219,True,df1
140,3146-MSEGF,Female,1,True,True,72,True,True,DSL,True,True,True,True,True,True,Two year,True,Credit card (automatic),88.05000305175781,6425.64990234375,False,df1
141,4080-OGPJL,Female,0,False,False,8,True,True,DSL,True,False,False,True,False,True,Month-to-month,False,Electronic check,71.1500015258789,563.6500244140625,True,df1
142,1095-WGNGG,Female,0,True,False,61,True,True,Fiber optic,False,True,False,False,True,True,Two year,True,Bank transfer (automatic),101.05000305175781,5971.25,False,df1
143,2636-SJDOU,Male,0,False,False,64,True,True,Fiber optic,True,True,False,False,False,False,One year,True,Credit card (automatic),84.30000305175781,5289.0498046875,False,df1
144,1131-QQZEB,Male,1,True,False,71,True,True,No,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),23.950000762939453,1756.199951171875,False,df1
145,5716-EZXZN,Female,0,True,True,65,True,True,Fiber optic,True,True,False,True,True,False,Two year,True,Credit card (automatic),99.05000305175781,6416.7001953125,False,df1
146,6837-BJYDQ,Male,0,False,False,3,True,False,No,False,False,False,False,False,False,One year,False,Mailed check,19.600000381469727,61.349998474121094,False,df1
147,2135-RXIHG,Male,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,45.650001525878906,45.650001525878906,True,df1
148,6440-DKQGE,Male,0,False,True,30,True,False,DSL,False,True,True,False,True,False,One year,False,Credit card (automatic),64.5,1929.949951171875,False,df1
149,3466-BYAVD,Male,0,True,True,15,True,False,DSL,False,True,True,True,False,True,Month-to-month,True,Mailed check,69.5,1071.4000244140625,False,df1
150,3780-YVMFA,Female,0,True,True,8,True,False,DSL,False,False,False,True,True,True,Month-to-month,True,Electronic check,68.55000305175781,564.3499755859375,False,df1
151,3874-EQOEP,Male,0,False,False,7,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Mailed check,95.0,655.5,True,df1
152,1679-JRFBR,Female,0,True,True,70,True,True,Fiber optic,True,True,True,False,True,True,One year,True,Credit card (automatic),108.1500015258789,7930.5498046875,False,df1
153,9073-ZZIAY,Male,0,True,True,62,True,False,DSL,True,True,True,True,True,True,Two year,False,Electronic check,86.0999984741211,5215.25,False,df1
154,3077-RSNTJ,Female,0,True,True,6,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.700000762939453,113.5,False,df1
155,6551-GNYDG,Female,0,True,True,14,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Bank transfer (automatic),80.9000015258789,1152.800048828125,False,df1
156,9167-APMXZ,Female,0,False,False,22,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Bank transfer (automatic),84.1500015258789,1821.949951171875,False,df1
157,2749-CTKAJ,Male,0,True,True,22,True,False,No,False,False,False,False,False,False,One year,False,Mailed check,20.149999618530273,419.8999938964844,False,df1
158,6371-NZYEG,Male,0,True,True,16,True,False,DSL,True,False,True,False,True,False,Two year,False,Mailed check,64.25,1024.0,False,df1
159,7554-NEWDD,Male,0,False,False,10,True,True,No,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),25.700000762939453,251.60000610351562,False,df1
160,8992-VONJD,Female,0,False,True,13,True,False,DSL,True,True,False,False,False,False,Month-to-month,True,Electronic check,56.0,764.5499877929688,False,df1
161,0867-MKZVY,Female,0,True,False,20,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,False,Electronic check,82.4000015258789,1592.3499755859375,True,df1
162,4482-EWFMI,Female,0,False,False,2,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,69.69999694824219,135.1999969482422,False,df1
163,4648-YPBTM,Male,0,False,False,53,True,True,DSL,False,True,True,True,False,True,Two year,True,Bank transfer (automatic),73.9000015258789,3958.25,False,df1
164,2907-ILJBN,Female,0,True,True,11,True,False,No,False,False,False,False,False,False,One year,False,Mailed check,20.600000381469727,233.89999389648438,False,df1
165,6345-FZOQH,Male,0,True,False,69,True,False,No,False,False,False,False,False,False,Two year,False,Mailed check,19.899999618530273,1363.449951171875,False,df1
166,3376-BMGFE,Female,0,False,False,4,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),70.9000015258789,273.0,True,df1
167,5997-OPVFA,Male,0,True,False,72,True,True,DSL,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),89.05000305175781,6254.4501953125,False,df1
168,3445-HXXGF,Male,1,True,False,58,False,False,DSL,False,True,True,False,False,True,Month-to-month,True,Electronic check,45.29999923706055,2651.199951171875,True,df1
169,1159-WFSGR,Female,0,True,True,16,True,False,No,False,False,False,False,False,False,Month-to-month,False,Electronic check,20.399999618530273,321.3999938964844,False,df1
170,7654-YWJUF,Male,0,True,False,43,True,False,Fiber optic,True,False,True,True,False,False,One year,True,Bank transfer (automatic),84.25,3539.25,False,df1
171,1875-QIVME,Female,0,True,False,2,True,True,Fiber optic,False,False,True,True,True,True,Month-to-month,True,Electronic check,104.4000015258789,242.8000030517578,True,df1
172,6727-IOTLZ,Male,0,True,False,14,True,False,DSL,False,True,True,True,True,True,Two year,False,Mailed check,81.94999694824219,1181.75,False,df1
173,0691-JVSYA,Female,0,True,False,53,True,False,Fiber optic,False,False,True,False,True,True,One year,True,Bank transfer (automatic),94.8499984741211,5000.2001953125,True,df1
174,5918-VUKWP,Female,0,False,False,32,True,False,No,False,False,False,False,False,False,One year,False,Bank transfer (automatic),20.549999237060547,654.5499877929688,False,df1
175,1744-JHKYS,Female,0,True,False,34,True,True,No,False,False,False,False,False,False,Month-to-month,False,Electronic check,24.700000762939453,780.2000122070312,False,df1
